,0,1
0,ACCEDE01946_1.png,0.91522616148
1,ACCEDE01946_166.png,0.130800068378
2,ACCEDE01946_195.png,0.0848513767123
3,ACCEDE01946_214.png,0.229109585285
4,ACCEDE01946_183.png,0.671367287636
5,ACCEDE01946_48.png,0.903893232346
6,ACCEDE01946_192.png,0.0545794665813
7,ACCEDE01946_13.png,0.853643596172
8,ACCEDE01946_60.png,0.844279706478
9,ACCEDE01946_185.png,0.596955955029
10,ACCEDE01946_21.png,0.904089093208
11,ACCEDE01946_31.png,0.234686180949
12,ACCEDE01946_78.png,0.398625761271
13,ACCEDE01946_177.png,0.14768075943
